IEEE_0,IEEE_1,x,y
113.40938038836146,47.29758838222164,600.0,300.0
98.37634102848129,61.014021876905204,500.0,300.0
80.87119460035427,37.64858540201779,400.0,300.0
85.17616017247036,37.427964045977156,300.0,300.0
54.69400254719237,34.30142612261066,200.0,300.0
56.9419846728259,41.45559008496225,100.0,300.0
37.33576514246692,24.419157754601706,0.0,300.0
53.01925910448122,12.281419102341568,0.0,400.0
46.26562371207677,53.73667732896609,100.0,400.0
52.05445261311239,52.532638154216684,200.0,400.0
91.7834752013215,51.18033297469687,300.0,400.0
110.8822878604693,54.977602566480094,400.0,400.0
99.83681704411701,47.41292301981082,500.0,400.0
122.0070282363217,72.42605035258461,600.0,400.0
131.18262251630745,70.96872889317298,700.0,400.0
131.39084589656355,77.27719969573697,800.0,400.0
148.26994069782023,96.7507879349856,900.0,400.0
131.43870582555743,88.12955359548829,1000.0,400.0
141.6141343888347,99.8189629068479,1100.0,400.0
146.21851573281515,84.1212747038326,1200.0,400.0
126.32005138751522,87.32568169296769,1300.0,400.0
112.53262251615996,101.00736606419933,1400.0,400.0
129.27523524407707,104.50343310259608,1500.0,400.0
83.97457177933514,106.53620295629682,1600.0,400.0
84.80514617304826,115.33360107151346,1700.0,400.0
84.39831666441778,101.3968846668152,1800.0,400.0
64.88922456067779,103.91451947262833,1900.0,400.0
36.14246420465495,118.8204429960388,2000.0,400.0
63.1383804313271,138.93417728379455,2000.0,500.0
63.22627229741484,132.13831891075267,1900.0,500.0
64.77115550533154,124.16783030451916,1800.0,500.0
92.83833795208959,119.26467493570294,1700.0,500.0
127.47512673893866,106.52060464863452,1600.0,500.0
141.75433127990678,122.51371682182521,1500.0,500.0
132.65828431235997,100.8074973103052,1400.0,500.0
150.05942300687437,85.4495612238086,1300.0,500.0
161.28071564321408,91.48822863717986,1200.0,500.0
174.18522741513016,95.58181107459457,1100.0,500.0
159.24337334487564,84.43787692561037,1000.0,500.0
162.26335537011337,81.32527945216918,900.0,500.0
146.93009102706486,90.50265283019031,800.0,500.0
145.01454445330518,72.91533466288506,700.0,500.0
150.08191881504413,74.93900750513494,600.0,500.0
138.0798679923972,62.599260087484595,500.0,500.0
98.73190274045105,59.09703275005871,400.0,500.0
109.66914561245474,48.063143730136765,300.0,500.0
80.03007658658737,67.03427453089202,200.0,500.0
80.3156871807019,48.22749247990566,100.0,500.0
50.721566783096605,6.281967889793865,0.0,500.0
56.629354057093686,40.08449901050372,0.0,600.0
70.97565071204133,48.81151977650646,100.0,600.0
109.84160572070907,48.09006488169588,200.0,600.0
108.93717922539217,62.60856678949388,300.0,600.0
125.95257625203648,63.304181205076056,400.0,600.0
161.73967593758513,74.30569136801343,500.0,600.0
157.16120461909546,86.45187741517013,600.0,600.0
182.79609207190336,97.35656457890022,700.0,600.0
156.57396232215845,86.42564691722009,800.0,600.0
165.72350500365053,92.31130988237854,900.0,600.0
186.87782593136555,107.52287412881702,1000.0,600.0
200.8011766220705,112.80847356238318,1100.0,600.0
191.3074299481694,96.71289222367542,1200.0,600.0
168.8603309181109,117.93519364830607,1300.0,600.0
154.21050507774694,127.5931692198703,1400.0,600.0
136.0962009227197,121.90347625484263,1500.0,600.0
123.8103433564886,125.86049393703567,1600.0,600.0
113.0805570973099,118.52817528569923,1700.0,600.0
98.96604722638583,118.17411072484026,1800.0,600.0
66.80598933254825,153.9256846785391,1900.0,600.0
52.06113988980724,127.27808429777149,2000.0,600.0
47.22074739746388,151.26280511199087,2000.0,700.0
94.0283157931783,137.76001657888983,1900.0,700.0
101.11743192072689,160.25183566941286,1800.0,700.0
124.9229224337503,123.0950429210713,1700.0,700.0
149.88745281861026,132.69164369805992,1600.0,700.0
160.98362353626874,130.07889356934226,1500.0,700.0
159.70637632573363,122.65564861023545,1400.0,700.0
167.87163886494056,132.97681757774262,1300.0,700.0
180.85880465488043,115.31883220956071,1200.0,700.0
214.4656989961668,100.96643471707203,1100.0,700.0
213.75376077416027,117.56258530136984,1000.0,700.0
206.79759541017805,84.41300183235347,900.0,700.0
188.60734483736707,86.1899826371612,800.0,700.0
173.36575728717284,78.22232997465784,700.0,700.0
158.60023245475992,84.85940144019962,600.0,700.0
143.75314323377717,84.7661884569713,500.0,700.0
142.79374455658194,63.26056924858445,400.0,700.0
107.63061101869859,58.22004813628638,300.0,700.0
98.51866613844626,61.347270856043686,200.0,700.0
90.85189789073505,60.348009606126254,100.0,700.0
66.69605106798551,52.83766588114752,0.0,700.0
65.90517227176012,22.422641165946942,0.0,800.0
68.80309837686416,49.672708063070594,100.0,800.0
102.91321135500061,63.024651620555694,200.0,800.0
111.23197159899462,71.56029505054775,300.0,800.0
150.68580744736818,87.07916970514762,400.0,800.0
147.27912558347572,83.44953969742801,500.0,800.0
158.9520716106126,84.74673768537505,600.0,800.0
182.9307799999852,92.82535811394241,700.0,800.0
221.0038349194507,111.27917342867813,800.0,800.0
216.33802648378932,114.029671243753,900.0,800.0
229.91397306286214,108.54270326074004,1000.0,800.0
226.34168333143293,117.33022305060145,1100.0,800.0
207.79390027146798,124.14466743214616,1200.0,800.0
191.9289613206419,130.35574761148337,1300.0,800.0
161.5800928379069,130.35747028513126,1400.0,800.0
167.5845250187762,129.28338037516363,1500.0,800.0
136.4161317398583,150.677253620056,1600.0,800.0
127.72624955341513,129.0225002346243,1700.0,800.0
105.12001983461371,144.66801631547355,1800.0,800.0
84.68962623860781,151.45309540672645,1900.0,800.0
61.514114636434364,167.01606513603306,2000.0,800.0
88.88850415696149,148.62766261300257,2000.0,900.0
89.1257792919407,145.62711361810653,1900.0,900.0
104.97810923604098,153.889043799448,1800.0,900.0
125.62211633296617,163.81519999037346,1700.0,900.0
154.54901382951982,141.78932244349136,1600.0,900.0
156.96022158325826,131.889750734148,1500.0,900.0
200.82713600694657,156.89379901807266,1400.0,900.0
200.69503884380666,115.86645101141023,1300.0,900.0
226.83002686293318,126.13213811275251,1200.0,900.0
239.2530774494187,107.70378688733706,1100.0,900.0
229.33858734230284,121.63926620768072,1000.0,900.0
229.5508471773287,107.67460878688242,900.0,900.0
213.1048057179718,93.31754854706874,800.0,900.0
183.5943079374242,100.81562274788358,700.0,900.0
179.39440821849965,104.76400631041697,600.0,900.0
176.17478692471585,90.52640229616338,500.0,900.0
150.99710346628348,85.89539971697955,400.0,900.0
117.99675519336796,55.68163092618785,300.0,900.0
104.78520651748701,71.77080417483133,200.0,900.0
94.3629328043246,59.09041467187403,100.0,900.0
54.15321247222567,56.0063354278206,0.0,900.0
84.57252193104787,39.24893183309278,0.0,1000.0
110.37298361124536,78.5529342228887,100.0,1000.0
121.29082543464999,80.28898384827536,200.0,1000.0
125.12444199504732,87.88594554350576,300.0,1000.0
159.77099410147684,95.45566624060469,400.0,1000.0
167.69064838962518,83.42111658915961,500.0,1000.0
166.89395755618557,88.33426791916403,600.0,1000.0
205.49728461548236,100.96952287181622,700.0,1000.0
215.268758930694,101.29979630847478,800.0,1000.0
243.3552400338808,133.63385916054378,900.0,1000.0
258.79446255466456,133.98706860149355,1000.0,1000.0
232.29511699271026,140.63021492577715,1100.0,1000.0
215.08285773416594,136.3006014210133,1200.0,1000.0
205.6518799497905,140.03066702918892,1300.0,1000.0
164.33055146510557,158.90178327771073,1400.0,1000.0
164.38976949421013,157.223128173429,1500.0,1000.0
135.46358642362327,158.52682148248465,1600.0,1000.0
140.12007923849944,146.98034858148628,1700.0,1000.0
101.03068392330584,154.25833860881812,1800.0,1000.0
85.12984756696606,170.38009954628836,1900.0,1000.0
79.02527954477242,149.99460716229623,2000.0,1000.0
60.13287878145468,201.32568325055382,2000.0,1100.0
96.19182786678633,182.5039787474761,1900.0,1100.0
118.71777167483414,164.60117119586505,1800.0,1100.0
127.81264787331136,176.34152295667974,1700.0,1100.0
131.6341703877123,150.59899803479507,1600.0,1100.0
162.10510425944153,164.53641923196022,1500.0,1100.0
176.17702685142726,157.9647169870313,1400.0,1100.0
169.40229388576233,155.29236253164584,1300.0,1100.0
219.2373987518405,154.07207846583248,1200.0,1100.0
223.9321350477128,151.58920342234467,1100.0,1100.0
230.98803560259918,131.81038534983475,1000.0,1100.0
232.63028558362706,131.13782464738,900.0,1100.0
224.92412519144483,105.54145412955398,800.0,1100.0
188.94133125027895,114.0718412034836,700.0,1100.0
175.77445903862332,101.73200174020556,600.0,1100.0
177.54594117792095,108.49099889991096,500.0,1100.0
147.6830410247757,84.79364976794454,400.0,1100.0
126.52616396435933,91.11425282466718,300.0,1100.0
105.79806027011648,83.86384413805347,200.0,1100.0
104.90007895426348,63.87450395661217,100.0,1100.0
74.00534315208789,39.42433646424601,0.0,1100.0
58.65438851144598,53.61146207229137,0.0,1200.0
77.96361994388025,63.17902942088724,100.0,1200.0
121.6721468062283,88.22193248921894,200.0,1200.0
108.57809686212825,92.3206424989876,300.0,1200.0
144.7263274863551,111.04977270798543,400.0,1200.0
164.07297737898418,102.34276126050946,500.0,1200.0
194.41055640921314,97.42333168458036,600.0,1200.0
168.37620696724287,113.2915712643719,700.0,1200.0
201.43848100710335,134.4669356967734,800.0,1200.0
202.13463248597566,140.22567193691663,900.0,1200.0
206.82168581855856,126.75202743611324,1000.0,1200.0
211.44420738727058,137.93004041606375,1100.0,1200.0
196.97613077485855,164.5039546533721,1200.0,1200.0
199.3130036828626,151.5004647984862,1300.0,1200.0
181.88266071035514,169.7891960457218,1400.0,1200.0
156.49846659434152,166.37086430651968,1500.0,1200.0
128.77500905588107,178.9948360449725,1600.0,1200.0
132.36018278676232,185.54482124003513,1700.0,1200.0
125.29218135667394,170.47076548864936,1800.0,1200.0
115.04605705570101,172.03407864076812,1900.0,1200.0
56.57616194446345,171.5966504990647,2000.0,1200.0
52.589473145516635,184.6692029781923,2000.0,1300.0
100.0767106974663,191.89238695293685,1900.0,1300.0
105.30981500658372,188.6046522291347,1800.0,1300.0
117.56477971806014,179.52492284793732,1700.0,1300.0
141.33698914869876,179.83579017806116,1600.0,1300.0
164.01231801992347,183.99887537861017,1500.0,1300.0
151.24945230334026,186.4286785332631,1400.0,1300.0
168.82061668631755,178.24052588237336,1300.0,1300.0
193.36445116222725,141.0672807054981,1200.0,1300.0
182.56982064097355,132.3764012965026,1100.0,1300.0
179.27005944370947,147.46076176217434,1000.0,1300.0
189.11008295606555,136.7633256422903,900.0,1300.0
189.65562691922787,139.03849800167353,800.0,1300.0
179.81963998471986,119.69000036478364,700.0,1300.0
177.52008178943234,115.19795330694186,600.0,1300.0
143.67843274658202,115.7466398890764,500.0,1300.0
137.51840845711845,108.91794270108798,400.0,1300.0
142.9467014977988,99.27765725895819,300.0,1300.0
105.01123134937264,73.3336442667011,200.0,1300.0
96.47176141051595,56.809068647619796,100.0,1300.0
56.7543354299123,58.85745833260809,0.0,1300.0
65.07447302192881,70.4368560906374,0.0,1400.0
88.03854662851424,85.37111121390853,100.0,1400.0
99.8084162740599,92.45350392676842,200.0,1400.0
132.68042300278998,100.52543669998359,300.0,1400.0
133.7556074846113,107.51121355800187,400.0,1400.0
129.1359470112468,116.32711571216451,500.0,1400.0
160.17502698394415,91.77187199146047,600.0,1400.0
172.43561628412112,135.5437609097875,700.0,1400.0
170.4585648849486,123.2838214225334,800.0,1400.0
172.55598749891377,148.01646472702612,900.0,1400.0
171.578206887229,154.19590093259868,1000.0,1400.0
190.35118731843718,172.62476376732096,1100.0,1400.0
157.63976095420364,167.357557455972,1200.0,1400.0
165.0283417373444,153.7649636041437,1300.0,1400.0
162.11510505352732,190.5910984424647,1400.0,1400.0
123.54868147237548,188.72249308097756,1500.0,1400.0
124.84315760148644,187.60271965086633,1600.0,1400.0
112.58653478839935,192.09316002664005,1700.0,1400.0
83.90340658677283,198.11365118117627,1800.0,1400.0
54.996478654000654,213.3252293048816,1900.0,1400.0
63.09838798419223,213.70926985094846,2000.0,1400.0
49.20804430059128,203.3160909068159,2000.0,1500.0
65.75354703334689,201.8824591548869,1900.0,1500.0
85.30884097243751,196.06273673457503,1800.0,1500.0
103.44598843256573,207.40253733564256,1700.0,1500.0
121.7726247631097,190.28586558051444,1600.0,1500.0
132.53071299444915,196.50267178501406,1500.0,1500.0
153.55351081738334,185.432881139778,1400.0,1500.0
134.97644665116133,147.99346644296492,1300.0,1500.0
159.71205236084398,177.64215081364034,1200.0,1500.0
163.4550513533538,154.7157460037578,1100.0,1500.0
170.2249340253745,165.7969749327584,1000.0,1500.0
159.4238381177472,155.1779285373782,900.0,1500.0
139.65665888525544,145.91873871180138,800.0,1500.0
149.5833211375883,137.66162508486033,700.0,1500.0
131.76546791669253,117.48860413934895,600.0,1500.0
123.56057105303843,109.1303136746799,500.0,1500.0
130.63741258540267,95.9770241327011,400.0,1500.0
95.65281018011672,91.19518445621611,300.0,1500.0
69.1926954964563,83.6032734512975,200.0,1500.0
53.90304403725411,88.34828893719636,100.0,1500.0
59.04078474430931,70.76855777795537,0.0,1500.0
41.870013084286995,67.53536584562802,0.0,1600.0
81.44788616050343,72.4758099068527,100.0,1600.0
68.89786144880011,98.72119234029788,200.0,1600.0
84.19112149188076,110.7046993029177,300.0,1600.0
97.25245455768044,104.52303189545287,400.0,1600.0
114.06714008874516,115.86461090790183,500.0,1600.0
110.28684011922033,126.76314123042727,600.0,1600.0
126.91405363991093,117.34623659424457,700.0,1600.0
147.75348037744533,152.86145064467155,800.0,1600.0
155.5077574831098,139.96312876210936,900.0,1600.0
138.98366451661528,166.0382280564782,1000.0,1600.0
130.60593790206786,174.23741979038024,1100.0,1600.0
142.4516426381696,192.5791963535811,1200.0,1600.0
130.0160851357564,199.58112823443233,1300.0,1600.0
115.69408400652145,193.82540444475558,1400.0,1600.0
113.88271737563352,174.42582662997748,1500.0,1600.0
87.79186076347992,218.49936304338686,1600.0,1600.0
86.74548266518329,196.1660522986882,1700.0,1600.0
80.65356100731374,207.58542169776572,1800.0,1600.0
51.14047517023832,226.04508598251846,1900.0,1600.0
45.03068574794226,230.2286924295722,2000.0,1600.0
41.05454934957659,215.65486435513048,2000.0,1700.0
36.8728374262556,214.41786125131486,1900.0,1700.0
65.4000336728076,212.74267578440586,1800.0,1700.0
97.87876596811546,227.7668408580311,1700.0,1700.0
83.80245555391329,203.0371347918166,1600.0,1700.0
91.02549869299187,185.5996106495647,1500.0,1700.0
121.0779744992491,189.03175788838203,1400.0,1700.0
108.5997621282975,204.50231313434566,1300.0,1700.0
119.77011000169234,177.71782627874154,1200.0,1700.0
137.3368326971936,159.9078686020712,1100.0,1700.0
129.30295795581105,149.39683691150944,1000.0,1700.0
138.33530687424712,159.7613518340945,900.0,1700.0
135.54982532854703,140.24767677129208,800.0,1700.0
123.19493204203604,148.3959668047505,700.0,1700.0
110.2710926119339,121.79701807002823,600.0,1700.0
119.1412163812773,103.0278956720372,500.0,1700.0
80.63834499260503,115.60188006342968,400.0,1700.0
82.29366048521436,124.52928089321762,300.0,1700.0
55.713014843348866,95.33589103709308,200.0,1700.0
57.578632255109326,83.86480848205308,100.0,1700.0
31.26448136096853,71.7482556920194,0.0,1700.0
7.207757862278086,78.83992077958382,0.0,1800.0
54.093352578406915,90.26768768479556,100.0,1800.0
51.56477742606217,82.76318941443733,200.0,1800.0
55.71289222552148,105.20418120615358,300.0,1800.0
79.00913642743326,102.61352898646149,400.0,1800.0
81.81952034072623,121.13982432523426,500.0,1800.0
108.77878611526937,116.78846938645289,600.0,1800.0
107.0760027811692,114.99857765597548,700.0,1800.0
111.7055054528495,142.14869373729906,800.0,1800.0
107.82715796321524,171.70581749410147,900.0,1800.0
104.51196608746369,163.12290147625862,1000.0,1800.0
109.8945627185623,165.15745518401,1100.0,1800.0
103.68042322790733,174.2157378388235,1200.0,1800.0
80.41996968965756,203.7390128857802,1300.0,1800.0
84.92556901415024,200.91112257440284,1400.0,1800.0
93.98052395363258,197.76348240166936,1500.0,1800.0
75.45844626538559,203.13380804598168,1600.0,1800.0
65.29786464827653,221.41063369862104,1700.0,1800.0
56.101337836361196,230.03658414462384,1800.0,1800.0
57.29003471550709,237.30178076285068,1900.0,1800.0
23.596206520563694,241.2884443187669,2000.0,1800.0
8.44442955657011,244.13268484834907,2000.0,1900.0
37.46976657907837,232.89870170373362,1900.0,1900.0
44.663518824857974,239.05864434981657,1800.0,1900.0
55.741707818428175,254.1352024126503,1700.0,1900.0
57.72778592894469,215.70151358283425,1600.0,1900.0
66.13300386998758,211.08749570950215,1500.0,1900.0
76.37056809562374,204.66162097552868,1400.0,1900.0
84.26757801489886,179.77714223351228,1300.0,1900.0
95.34998334749702,169.883030353729,1200.0,1900.0
90.71265155552777,185.5664382886757,1100.0,1900.0
91.57138275505028,181.5628177269524,1000.0,1900.0
73.71740443482598,161.80121898668028,900.0,1900.0
82.81494918732879,144.48142900984726,800.0,1900.0
93.87406974390262,155.10206199513277,700.0,1900.0
89.77415687147207,123.77008482785112,600.0,1900.0
60.59166919641662,118.25309633274253,500.0,1900.0
61.03697279877898,114.53544445158731,400.0,1900.0
58.568492700522356,98.14450659467114,300.0,1900.0
31.778795219803285,92.52858273174947,200.0,1900.0
16.6760248677334,84.05482604853562,100.0,1900.0
16.516866413830925,67.39025292195983,0.0,1900.0
-6.087398490673309,79.27900874006662,0.0,2000.0
17.056913928657327,97.12932466424448,100.0,2000.0
24.000289420071354,85.87096123386813,200.0,2000.0
24.37648180011037,85.02396023932765,300.0,2000.0
39.57347799642211,99.77882426154146,400.0,2000.0
43.86745815721992,107.32165079731922,500.0,2000.0
58.30424157420435,137.07397464785166,600.0,2000.0
73.93607359463324,141.95921858135404,700.0,2000.0
71.70419735856548,139.7481228198483,800.0,2000.0
77.08478607325186,158.71311732932494,900.0,2000.0
73.09776870209824,151.32861543333897,1000.0,2000.0
68.99173286794267,173.38197296983688,1100.0,2000.0
57.65610444216128,173.09549084816507,1200.0,2000.0
64.65111909178833,195.91711581887097,1300.0,2000.0
76.86860270336581,190.36949554817775,1400.0,2000.0
57.89735683245378,194.44674376335718,1500.0,2000.0
62.04298224322241,223.15437049354517,1600.0,2000.0
34.20279421378443,222.45789881764674,1700.0,2000.0
24.126615896259597,251.76753312068945,1800.0,2000.0
21.659401396638614,258.28455285985433,1900.0,2000.0
5.151459240342975,255.1435286323252,2000.0,2000.0
